title	score	num_comm	created	content	sources
World has broken records for daily coronavirus cases several times this week alone	650	93	2020-10-23 20:10:31	None	None
Japan puts off decision to release treated Fukushima water into sea	696	153	2020-10-24 19:34:47	None	None
UK and Japan sign £15.2bn free trade agreement in Tokyo	625	87	2020-10-23 13:45:53	None	None
France recalls envoy after Erdogan says Macron needs 'mental treatment'	1078	413	2020-10-25 02:40:10	None	None
Over 50,000 march in Belarus against authoritarian leader	596	30	2020-10-19 02:02:56	None	None
Belarus Prime Minister claims pro-government rally cancelled because too many people would have shown up	565	40	2020-10-23 23:59:38	None	None
India says Australia will join its naval drills with U.S., Japan	558	101	2020-10-19 17:17:01	None	None
Trump suggests Egypt may 'blow up' Ethiopia dam	566	174	2020-10-24 17:12:04	None	None
Japan set to target zero emissions by 2050 in policy shift	548	92	2020-10-24 04:26:27	None	None
Oxford University says COVID-19 patients experience symptoms months after contracting virus	539	124	2020-10-19 15:19:51	None	None
Polluted air killing half a million babies a year across the globe: Global Air 2020 Report	532	39	2020-10-21 08:22:19	None	None
Russian opposition leader Alexei Navalny says Putin will continue poisoning his enemies	531	37	2020-10-20 03:55:13	None	None
Archaeologists unearth 'huge number' of sealed Egyptian sarcophagi	528	97	2020-10-20 20:41:33	None	None
Finland sees big drop in sick leave after nationwide remote working recommendation	521	88	2020-10-24 11:14:00	None	None
Taiwanese and Chinese Staffers Injured After Fight Between Chinese Diplomats and Taiwanese government employees in Fiji	508	51	2020-10-20 08:13:59	None	None
COVID-19 likely to become 'endemic' like annual flu, says UK Chief Scientist	507	126	2020-10-20 04:14:57	None	None
In ‘Lobster War,’ Indigenous Canadians Face Attacks by Fishermen	480	210	2020-10-21 00:42:29	None	None
Facebook moderators in Dublin reportedly forced to work in office despite lockdown	483	57	2020-10-24 14:08:01	None	None
The Antarctic Ocean Is in Climate Crisis. This Week, the World Could Take a Big Step Towards Protecting Its Future	462	32	2020-10-21 17:02:06	None	None
Greta Thunberg accuses MEPs of 'surrender on climate and environment' | European parliament votes to continue payments to farmers with no green conditions attached	456	63	2020-10-22 16:42:01	None	None
Canadian Forces investigates after mystery man in secret recording claims to be a soldier — and a neo-Nazi	453	42	2020-10-22 22:11:38	None	None
Russia'a Aeroflot Airlines employees involved in a $50 million smuggling scheme	453	27	2020-10-20 12:52:43	None	None
Ireland suspends extradition treaty with Hong Kong	442	13	2020-10-23 18:36:47	None	None
Israeli conscientious objector begins third stint in military prison	443	170	2020-10-22 14:36:30	None	None
Google, Facebook and YouTube found to make up more than 80% of Australian digital advertising, less than 20% going to news and other websites	432	37	2020-10-23 14:17:49	None	None
Europe suffers record case numbers as France's Macron warns crisis may last until summer	438	121	2020-10-24 15:35:14	None	None
Indonesia rejects US request to let spy planes land, avoiding taking sides in US-China tensions	432	63	2020-10-21 11:26:47	None	None
US marine says Australian special forces soldiers made 'deliberate decision to break the rules of war'	420	132	2020-10-21 02:59:47	None	None
UK gives details of new visa offering many Hongkongers pathway to citizenship	414	48	2020-10-23 09:18:36	None	None
Waving flags, they sang Nigeria’s anthem. Then they were shot at	408	8	2020-10-22 01:15:26	None	None
Trash on ocean floor near Taiwan 1.5 times global average: notably greater than that found near Japan, and South Korea	407	31	2020-10-20 20:05:50	None	None
"Ethiopia angered over Trump's suggestion that Egypt couid ""blow up"" it's Nile dam"	439	100	2020-10-24 19:59:41	None	None
Vermont backyard cam captures men sneaking across U.S.-Canada border	398	165	2020-10-20 17:33:00	None	None
France reports record of over 45,000 new coronavirus cases in a day	477	108	2020-10-24 23:36:39	None	None
Up to one million tonnes of ‘deadly’ fishing gear left in ocean each year, WWF warns	392	22	2020-10-20 13:59:00	None	None
'I trusted them with my son': Mother of Indigenous teen who died in Canadian group home speaks out for first time | Ministry of Children and Families says it cannot comment because of the election	383	29	2020-10-23 03:23:59	None	None
Czech PM tells health minister to quit after lockdown violation	367	11	2020-10-23 14:29:06	None	None
Nagorno-Karabakh conflict: ‘Execution’ video prompts war crime probe	396	71	2020-10-24 21:14:04	None	None
Senior London police commander behind force's drugs strategy 'admits using cannabis for medical reasons'	354	36	2020-10-20 19:35:25	None	None
Suga to declare Japan will go carbon neutral by 2050 in policy speech	354	52	2020-10-23 08:19:32	None	None
Revealed: chaining, beatings and torture inside Sudan's Islamic schools	350	41	2020-10-19 10:40:15	None	None
Azeri forces accused of beheading Armenian soldier	344	80	2020-10-19 23:36:03	None	None
Germany: Dresden knife attack likely motivated by Islamic extremism	336	115	2020-10-22 06:40:47	None	None
Veggie Burgers Can Be Called Burgers, European Parliament Says	314	119	2020-10-24 02:09:48	None	None
Soldiers open fire on protesters in Nigeria’s Lagos: Witnesses	314	9	2020-10-21 00:08:37	None	None
All of South Australia's power comes from solar panels in world first for major jurisdiction	619	70	2020-10-25 04:56:07	None	None
Belgium dusts off 1666 charter for post-Brexit fishing rights	309	25	2020-10-22 22:07:47	None	None
Germany reports record 11,000 COVID-19 cases in one day	304	48	2020-10-22 14:50:37	None	None
Third day of protests in Poland following effective abortion ban	731	99	2020-10-25 03:57:59	None	None
French minister associates women-only swimming hours with 'terrorist ideology'	337	231	2020-10-24 20:44:52	None	None
Japan teams up with US, Europe to regulate Big Tech on antitrust	302	5	2020-10-19 17:24:06	None	None
Russia's Putin says world has no future without arms control system	300	80	2020-10-23 02:18:16	None	None
Israeli cop who shot dead autistic Palestinian faces trial. His commander was cleared	277	45	2020-10-21 14:49:07	None	None
France recalls ambassador from Turkey after 'unacceptable' Erdogan comments	326	88	2020-10-24 23:43:35	None	None
Sir David Attenborough polar research ship set to begin sea trials	273	14	2020-10-21 16:58:08	None	None
EU Surpasses U.S. in new COVID cases per capita as nations prepare for winter third wave	273	90	2020-10-24 00:57:01	None	None
U.S. government concludes Iran was behind threatening emails sent to Democrats	262	49	2020-10-22 10:18:49	None	None
Fourteen South Korean delivery workers die because of pandemic overwork: union	259	7	2020-10-22 17:28:12	None	None
Woman is arrested in Iran for 'insulting the Islamic hijab' after she was filmed cycling without a veil in front of a mosque	254	61	2020-10-20 23:22:24	None	None
Bulgaria protests enter 100th day as protesters denounce corruption	252	6	2020-10-19 04:11:24	None	None
The European Union Is Projected To exceed Its Renewable Energy Targets For 2020	252	42	2020-10-21 10:36:12	None	None
OSIRIS-REx spacecraft is ready to snatch samples from the surface of asteroid Bennu tomorrow.	245	8	2020-10-20 01:57:38	None	None
France to expel 231 suspected extremists after attack on teacher	236	45	2020-10-23 02:57:40	None	None
EU says Britain must respect withdrawal pact, deal or no deal	239	74	2020-10-21 13:27:30	None	None
US signs anti-abortion declaration with group of largely authoritarian governments	231	60	2020-10-22 23:28:28	None	None
A Venezuelan vessel carrying 1.3 million barrels of oil is tilting — and it could lead to a catastrophic oil spill	224	34	2020-10-22 19:34:20	None	None
Cyberattacks on coronavirus vaccine projects confirmed in Japan	226	33	2020-10-19 17:25:13	None	None
Bellingcat: Russian scientists secretly developing Novichok nerve agent, and working with military intelligence	224	22	2020-10-24 05:40:43	None	None
Thailand's Prime Minister lifts state of emergency. Protesters give him three days to resign	222	2	2020-10-22 19:15:23	None	None
In Russia, patients of a boarding house for the disabled were forcibly sterilized	220	26	2020-10-20 07:16:02	None	None
French dairy giant accused of polluting country's famous rivers for years	216	6	2020-10-19 23:38:44	None	None
Attackers have opened fire on a private school in Southwest Cameroon, killing at least four children. Local authorities blame Anglophone separatists.	226	11	2020-10-24 20:47:25	None	None
Tens of millions across Europe brace for tough new restrictions as coronavirus cases soar	213	17	2020-10-23 16:53:30	None	None
Xi says China not afraid of war in speech to mark Korean War	209	148	2020-10-23 12:39:31	None	None
Feds say Russia and Iran have interfered with the presidential election	206	44	2020-10-22 04:17:36	None	None
Armenian-Americans have accused Azerbaijan of attempting to revive the 1915 Armenian Genocide as conflicts between the 2 countries persist in Nagorno-Karabakh	202	99	2020-10-24 06:13:49	None	None
France teacher attack: Pupil's father 'exchanged texts with killer'	198	44	2020-10-20 19:26:03	None	None
Wales imposes two-week lockdown: 'everybody must stay at home'	202	21	2020-10-19 17:04:47	None	None
Canadian Police Force signs first of its kind agreement with Human Rights Commission to combat Systemic Racism in policing	198	18	2020-10-21 04:45:39	None	None
Canada adds more than 2,500 new coronavirus cases Friday	263	70	2020-10-25 03:18:00	None	None
Communist Party of Chile calls for replacement of Pinochet's constitution	192	88	2020-10-23 22:30:37	None	None
Taiwan donates US$400,000 to Vietnam for disaster relief	190	12	2020-10-23 21:43:02	None	None
Galapagos Islands | With tour boats moored due to the coronavirus pandemic, the animals are out	193	9	2020-10-18 23:52:01	None	None
79% of volunteers worried about COVID-19 spread at Tokyo Olympics	192	29	2020-10-21 21:01:28	None	None
Armenian president: 'Turkey has a completely destructive role in Nagorno-Karabakh'	189	80	2020-10-19 21:36:27	None	None
London anti-lockdown protests: Thousands of anti-vaxxers march through capital on day one of Tier 2	188	74	2020-10-19 01:28:14	None	None
Iran says U.S.-brokered Sudan-Israel deal secured by 'ransom'	193	81	2020-10-24 17:47:17	None	None
Veggie Burgers Can Be Called Burgers, European Parliament Says	219	36	2020-10-24 22:52:59	None	None
South African environmental activist shot dead in her home | South Africa	188	7	2020-10-24 02:16:20	None	None
France to shut pro-Hamas group after murder; Macron vows action on Islamists	184	20	2020-10-21 00:49:00	None	None
'Uninhabitable hell': Climate change and disease threaten millions, UN warns | The last two decades saw the number of disasters caused by extreme weather nearly double to 6,681, up from 3,656 between 1980 and 1999	184	31	2020-10-20 16:35:36	None	None
Australia to rejoin 'quad' naval exercises in move certain to infuriate Beijing	182	32	2020-10-19 19:56:06	None	None
Poland abortion: Top court to rule on almost total ban	184	46	2020-10-22 16:06:55	None	None
Tory MPs block plan to extend free school meals over holidays	183	32	2020-10-22 03:00:31	None	None
Donors pledge $597m in humanitarian aid for Rohingyas	176	7	2020-10-23 04:50:11	None	None
Italy vetoes 5G deal between Fastweb and China's Huawei: sources	170	3	2020-10-23 20:39:03	None	None
12 million people in Britain will struggle to pay bills, watchdog says	168	18	2020-10-22 09:09:13	None	None
Cuban economy has lost $144 billion due to US trade restriction	169	108	2020-10-24 10:51:17	None	None
Sex abuse royal commission finds Catholic church failed to act against Brisbane brother over abuse complaints	167	5	2020-10-22 16:36:17	None	None
Half of all work tasks will be handled by machines by 2025 in a shift likely to worsen inequality, a World Economic Forum report has forecast.	161	31	2020-10-21 11:30:20	None	None
Danish submarine killer Madsen caught in prison escape	163	30	2020-10-20 15:25:45	None	None
Chinese soldier apprehended by Indian Army in Ladakh	161	26	2020-10-19 13:34:38	None	None
Philippine Duterte supports recognition of same-sex civil union	159	31	2020-10-23 17:14:38	None	None
Coronavirus: Germany improves ventilation to chase away Covid	155	14	2020-10-19 17:51:45	None	None
Worldwide coronavirus cases cross 41.99 million, death toll at 1,140,145	158	53	2020-10-24 08:17:26	None	None
A Dozen Protesters in Nigeria Reported Killed by Security Forces	155	2	2020-10-22 20:29:09	None	None
Tens of thousands march in Belarus despite firearms threat	153	1	2020-10-18 22:40:23	None	None
Canada-U.S. border to remain closed until Nov. 21, at least	147	61	2020-10-19 23:54:21	None	None
Ireland To Impose 6-Week National Lockdown, Estimates 150,000 Job Losses	150	26	2020-10-21 00:43:32	None	None
Satellites are mapping out every tree on earth using AI technology	149	11	2020-10-22 21:12:55	None	None
EU promises ‘significant economic support’ if Belarusian people win	145	28	2020-10-19 00:50:43	None	None
Mouthwashes, oral rinses may inactivate human coronaviruses, study finds	145	57	2020-10-21 01:04:14	None	None
Canada's Trudeau survives latest confidence vote	144	65	2020-10-22 01:43:46	None	None
Suicide bombing at Kabul education centre kills 18	151	45	2020-10-24 23:46:51	None	None
Czech Health Minister photographed without a face mask outside Prague restaurant, faces calls to resign	135	20	2020-10-23 14:57:54	None	None
Unrest flares again in Lagos after civilians fired on in anti-police demonstrations	136	1	2020-10-21 23:08:31	None	None
French President: ‘Immediate action’ on Isllamic terroriism	139	79	2020-10-19 18:12:43	None	None
Canada breaks record for number of new COVID-19 cases in a single day	139	56	2020-10-23 10:38:33	None	None
China threatens retaliation after new U.S. arms sales to Taiwan	136	34	2020-10-22 17:43:39	None	None
China approves new law to protect whistleblowers and prevent epidemics	138	42	2020-10-18 21:14:47	None	None
U.S. warns of potential terrorist attacks, kidnap plots targeting Americans and other foreigners in Istanbul	134	21	2020-10-24 07:35:48	None	None
"China to US, ""Stop making China an issue in the election"""	135	103	2020-10-24 00:30:36	None	None
India-China dispute: India hands over soldier who crossed border.	134	28	2020-10-21 11:40:23	None	None
Nokia selected by NASA to build the first cellular network on the moon as the U.S. space agency plans for future lunar settlements. The network will give astronauts voice and video communications capabilities, allow data exchange, as well as control of lunar rovers and other robotic devices.	135	38	2020-10-20 19:51:47	None	None
Coronavirus: No new cases of COVID-19 in New Zealand	230	30	2020-10-25 04:21:30	None	None
The women who brought down Greece's Golden Dawn	136	11	2020-10-23 13:54:36	None	None
Melting glaciers threaten catastrophic consequences for humanity	132	16	2020-10-19 09:03:52	None	None
Refugees allege physical, sexual abuse by Croatian authorities	162	8	2020-10-25 02:01:30	None	None
Ex-Burundi president gets prison term for 1993 killing of victorious election opponent -- The attack triggered a 10-year civil war in which about 300,000 people were killed.	129	5	2020-10-21 01:08:12	None	None
Swelled by rain and COVID curbs, locust swarms ravage Ethiopia	131	9	2020-10-20 14:46:03	None	None
