title	score	num_comm	created	content
New Zealand firms switch to using nation's Māori name, Aotearoa, as support for indigenous language swells	902	137	2020-09-30 09:26:38	
Mexican women demanding legalization of abortion clash with police	890	163	2020-09-29 02:30:48	
Toronto, Victoria consider mental-health workers to replace law enforcement in civilian-led model for crises response	892	91	2020-10-12 12:48:11	
'I'm swearing allegiance to the coloniser': New Australian senator says it's not easy to swear to Queen Elizabeth II	887	556	2020-10-06 06:29:36	
Greenland's ice melting faster than at any time in past 12,000 years	883	50	2020-09-30 20:11:02	
Ozone hole over Antarctica is 'largest' and 'deepest' it's been in years, researchers say	878	129	2020-10-07 03:58:37	
Merkel outraged over 'attempted murder' of Jewish student	877	97	2020-10-05 19:41:24	
'Enough is enough': China attacks US at Security Council	866	603	2020-09-24 21:33:19	
Norway says Russia behind cyberattack against its parliament	857	35	2020-10-14 01:12:35	
El Salvador woman freed after six years in jail following stillbirth	852	39	2020-09-25 23:58:24	
Ireland passes bill in first step towards legalisation of assisted dying	847	140	2020-10-08 02:15:56	
14 years in prison for man that contaminated baby food and then tried to blackmail Tesco in UK's largest blackmail plot	846	59	2020-10-14 17:49:02	
Turkey condemns Canada following decision to cease export of drones	834	196	2020-10-18 12:39:39	
Modi offers India’s COVID-19 vaccine capacity to ‘all humanity’	832	181	2020-09-27 09:35:08	
UK Covid cases pass half a million as further 22,961 reported in single day due to counting fault	827	82	2020-10-05 01:45:35	
RCMP criticized for inaction after mob violently attacks Mi’kmaq lobster facilities | “Why is it that the law has been broken multiple times and no one is arrested?” said Robert Syliboy, a Sipekne’katik fisherman whose boat was burned in a suspicious fire last week while docked at a wharf	834	187	2020-10-19 00:34:59	
Neo-Nazi Nordic Resistance Movement targets Jews on Yom Kippur	825	151	2020-09-29 20:23:13	
US embassy employee in Kiev dies after getting beaten and receiving multiple head injuries	821	80	2020-09-30 21:01:00	
Taiwan scrambles fighter jets after PLA spy plane enters air defence zone	824	132	2020-10-03 09:13:21	
Amazon near tipping point of switching from rainforest to savannah – study: Climate crisis and logging is leading to shift from canopy rainforest to open grassland	819	142	2020-10-05 14:28:58	
Turkey has been reporting only the number of symptomatic cases, not all positives, minister admits	812	48	2020-10-01 01:36:29	
Nigerian scientists develop cheaper and faster Covid-19 test kits	815	52	2020-10-03 21:09:31	
US firm pleads guilty to paying bribes in Brazil, Venezuela	818	62	2020-09-24 13:28:10	
'I have failed': Kim Jong Un shows tearful side in confronting North Korea's hardships	817	332	2020-10-13 06:46:29	
A Jewish settler sets fire to hundreds of olive trees in a West Bank village	804	142	2020-10-09 16:48:18	
Paleontologists in Morocco have discovered a new species of small winged dinosaur	813	33	2020-10-18 00:51:45	
Sex-assault case collapses after Edmonton police take 8 years to execute arrest warrant	802	101	2020-10-19 20:49:51	
US WWII bomber emerges from glacier in Iceland 76 years after crash	796	76	2020-09-24 20:17:25	
Boris Johnson rejects Marcus Rashford's campaign to extend free school meals	803	211	2020-10-15 19:14:37	
Documents show agriculture and chemical giants lobbying to weaken European Green Deal	789	23	2020-10-12 15:21:52	
Eco disaster at Kamchatka peninsula with mass death of sea animals at precious Pacific beach	791	47	2020-10-03 20:47:44	
Canada at a tipping point in fight against coronavirus, says frustrated Prime Minister Trudeau	783	256	2020-10-09 23:12:46	
Brazil Is Burning—and President Bolsonaro’s ‘Terminator’ Environment Minister Is Rolling Back More Protections	770	62	2020-10-05 17:59:28	
Venice holds back the water for first time in 1,200 years	772	107	2020-10-05 18:14:28	
Record low number of British butterflies baffles scientists - Despite a warm and sunny British summer, fewer butterflies than ever were recorded in each count by the biggest butterfly survey in the world.	773	78	2020-09-28 16:20:16	
Ultra-Orthodox seen flouting virus rules with mass holiday celebrations	763	128	2020-10-11 06:04:06	
Coronavirus: World leaders must urgently phase out factory farming to cut future pandemics risk, says report	758	137	2020-10-07 19:06:40	
Germany stops Iran buying mini-engines after they were found in Houthi drones	760	114	2020-09-26 08:04:33	
Greenpeace activists drop boulders into the North Sea to stop illegal fishing	760	115	2020-09-29 17:55:15	
Twitter bans 926 accounts linked to Thai military manipulation	754	19	2020-10-09 18:04:56	
Fake news punishable by up to four years in prison, under proposed Nicaraguan law	750	77	2020-09-29 23:14:18	
Canadians have returned 830,000 pandemic benefit payments: Canadians have made more than 830,000 repayments of COVID-19 emergency aid benefits to which they were not entitled – a statistic some say reflects mass confusion over fast-tracked federal programs.	752	150	2020-10-04 17:49:52	
Nazi shipwreck found off Poland may solve Amber Room mystery | Polish divers locate Karlsruhe, which they hope holds treasure Nazis looted from Russia	750	94	2020-10-01 21:13:05	
Palm oil labor abuses linked to world’s top brands, banks	747	42	2020-09-24 09:18:23	
Venezuela and Iran's ties grow as warnings are raised about Trump pulling an 'October Surprise' on Tehran	744	116	2020-10-04 22:20:05	
'Slavery is keeping our ports open': Union says seafarers forced to spend up to 18 months on ships	748	66	2020-10-20 16:39:26	
China tests swarm of ‘suicide drones’ launched from a truck and helicopters	737	235	2020-10-16 02:13:36	
EU warns Turkey it faces sanctions if 'provocations' don't stop	735	143	2020-10-03 00:37:54	
Thirty-five years after the end of Brazil's military dictatorship, there has been little justice for the killing and torture committed by the regime -- but an unprecedented deal for carmaker Volkswagen to pay damages for collaborating with the secret police could turn a new page	722	27	2020-09-25 05:05:14	
French ex-president Sarkozy charged with 'Criminal conspiracy'	724	51	2020-10-16 17:34:45	
Russia reels from record rise in Covid infections	725	51	2020-10-13 22:22:42	
Huawei ousted from heart of EU as Nokia wins Belgian 5G contracts	723	49	2020-10-09 18:35:32	
Germany marks low-key 30th anniversary of reunification	722	60	2020-10-03 13:35:46	
Lebanon asks Interpol to arrest Russian ship captain, owner over port explosion	717	94	2020-10-02 22:05:32	
By 2021, as many as 150 million people likely to be in extreme poverty due to COVID-19: World Bank	713	157	2020-10-07 13:23:02	
UK Home secretary's 'dangerous' rhetoric 'putting lawyers at risk' - On Sunday home secretary Priti Patel used a speech at the Conservative party conference to criticise lawyers who defend migrants, linking them directly with traffickers who help asylum-seekers to cross borders.	707	110	2020-10-06 13:31:12	
Parliament ends 10pm bar curfew exemption after furious backlash	702	78	2020-09-28 14:56:24	
Trudeau says government is braced for 'disruptions' in event of unclear U.S. election result	709	177	2020-10-08 23:40:32	
Turkey's press freedom crisis is worsening amid growing state capture of media: Human Rights Watch	705	68	2020-10-19 22:58:46	
The Dutch government has approved plans to allow euthanasia for terminally ill children aged between one and 12.	699	195	2020-10-14 15:42:10	
Brazil's Amazon rainforest suffers worst fires in a decade	703	54	2020-10-04 21:34:29	
Geneva in Switzerland to raise minimum wage to $4,500 a month	695	283	2020-09-30 14:14:20	
NASA makes history with sample of asteroid soil	706	42	2020-10-21 02:22:12	
Sir David Attenborough made Knight Grand Cross of the Order of St Michael and St George	696	68	2020-10-10 12:27:28	
Coronavirus could kill more than 2 million people by the end of the year, researchers say	691	145	2020-10-06 17:36:01	
Nagorno-Karabakh's Capital Resembles a Ghost Town Due to Weeks of Endless Shelling, Sirens and Armenians Living in Underground Shelters	684	101	2020-10-16 21:03:09	
"24 seamen from Myanmar are seeking help from the International Transport Workers' Federation, claiming that a Taiwanese shipping company had been deducting up to US$700 from their monthly wages for the past six months and ""dumped"" them in Taiwan"	685	43	2020-10-02 21:49:56	
Mexico asks Pope Francis for apology for church's role in Spanish conquest	683	268	2020-10-11 07:02:57	
Two-fifths of plants at risk of extinction, says report	680	43	2020-09-30 06:10:38	
Protesters take over Bangkok streets in new show of defiance	671	4	2020-10-18 16:44:29	
UK was second biggest arms dealer for last decade, figures show - Critics accuse government of ‘arming and supporting repression around the world’	668	68	2020-10-07 15:45:36	
Iran: US gov’t, not just Trump, blamed for Soleimani killing	667	212	2020-10-06 13:57:44	
Azerbaijan committing 'war crimes' in disputed region, top Armenian diplomat says	667	109	2020-10-05 21:48:10	
Russian rights groups call for home raids to stop after journalist self-immolates	662	6	2020-10-06 23:52:14	
Tensions rise in Ecuador and Peru as Chinese fishing fleet moves south from Galapagos	664	83	2020-09-24 13:21:47	
An entire Tyrannosaurus rex named 'Stan' has sold for a record US$31.85 million	664	94	2020-10-08 09:04:13	
Navalny demands EU crackdown on oligarchs close to Kremlin	664	87	2020-10-07 10:48:21	
Germany, Swastikas painted on artwork honouring victims of anti-Semitic attack	660	59	2020-10-10 00:16:54	
Global coronavirus death toll reaches one million	655	92	2020-09-27 19:42:40	
A Nasa spacecraft has successfully landed on an asteroid, dodging boulders the size of buildings, in order to collect a handful of cosmic rubble for analysis back on Earth.	655	67	2020-10-21 13:06:17	
Zimbabwe teachers refuse to return to work over low pay and lack of sanitation - An acute shortage of sanitiser, PPE and clean water is putting pupils and school staff at risk of Covid-19, say unions development	649	6	2020-10-05 13:48:48	
Mining giant sued over alleged mass lead poisoning of children	691	14	2020-10-21 17:43:56	
Young people resume global climate strikes calling for urgent action	648	108	2020-09-25 17:22:34	
UK bans any use of mobile phones while driving	642	182	2020-10-17 13:01:09	
Taliban cheer Trump tweet promising early US troop withdrawal from Afghanistan	638	285	2020-10-08 23:44:56	
770 people test positive for COVID-19 at Northumbria University	638	33	2020-10-02 20:48:35	
Russia offers its untested COVID-19 vaccine for free to UN officials	644	166	2020-09-24 04:52:27	
North Korea unveils massive new ballistic missile in military parade	639	106	2020-10-10 18:27:54	
Portugal records surge in racist violence as far right rises	637	177	2020-09-28 18:19:24	
Boris Johnson: Wind farms to power every home by 2030	640	179	2020-10-06 12:12:23	
UN: Climate Crisis Has Doubled Natural Disasters in Last 20 Years	632	15	2020-10-13 18:00:13	
More than 60 million people in India may have caught Covid-19, survey finds	633	56	2020-10-03 05:27:43	
Macron outlines new law to prevent Islamic 'separatism' in France	641	453	2020-10-02 15:46:16	
Azerbaijan says Armenian forces shell second city in major escalation	628	209	2020-10-04 12:59:24	
Jewish settlers attack Palestinian homes in north of West Bank; army detains man defending his home	628	190	2020-10-11 01:19:12	
Swiss voters approve paternity leave	626	45	2020-09-28 01:50:54	
Malaysia detains 60 Chinese nationals, 6 vessels for trespassing	620	12	2020-10-10 22:21:25	
Taiwan threatens to punish singers Angela Chang and Ouyang Nana for taking part in mainland Chinese celebration	619	179	2020-10-02 10:05:08	
Chinese detention 'leaving thousands of Uighur children without parents' | World news	617	50	2020-10-17 20:24:23	
Yogi Govt Enlists PR Firm to Push ‘Hathras Girl Was Not Raped’ Story Line With Foreign Media	624	29	2020-10-03 14:36:07	
The largest-ever study of tree rings from Norilsk in the Russian Arctic has shown that the direct and indirect effects of industrial pollution in the region and beyond are far worse than previously thought	619	12	2020-10-01 21:10:39	
Biggest World War Two bomb found in Poland explodes while being defused	618	104	2020-10-13 22:26:26	
World Bank calls on China to cancel debt to coronavirus-hit poor countries	621	123	2020-10-10 13:06:49	
Zimbabwe Journalist: 'I was jailed for a month for exposing corruption'	614	17	2020-10-12 06:35:35	
Air pollution particles in young brains linked to Alzheimer's damage	619	8	2020-10-07 00:34:34	
Egypt navy shot dead two Palestine fishermen	618	208	2020-09-27 04:18:31	
Venezuela's $1 billion in gold still in limbo at the Bank of England.	609	153	2020-10-13 18:03:23	
U.S. government won't say why it allows Canadians to fly to U.S. despite border closure | CBC News	609	135	2020-10-10 16:54:42	
Peru opens Machu Picchu for single tourist stranded by Covid	598	35	2020-10-13 06:19:37	
Over 50,000 march in Belarus against authoritarian leader	590	30	2020-10-19 02:02:56	
'Get lost': Taiwan hits back against Beijing for urging Indian media to respect 'One-China' policy	594	32	2020-10-08 11:54:15	
Australia records second day without COVID-19 death for first time in three months	590	83	2020-10-09 14:11:11	
Canadian sentenced to die in China granted first consular access since January	590	205	2020-10-15 07:27:20	
"The Taliban on Trump: ""We hope he will win the election"" and withdraw U.S. troops"	590	143	2020-10-10 23:11:16	
Thousands Protest Israel's Prime Minister Despite Lockdown	589	25	2020-09-27 02:57:48	
"Divers attempt to defuse WWII ""earthquake bomb"" off Poland"	582	56	2020-10-12 17:31:13	
France declares state of emergency as night-time lockdown imposed on Paris and eight other cities	580	56	2020-10-14 22:49:40	
Germany says Thai king cannot rule from there	581	78	2020-10-17 02:33:05	
Indian authorities claim gang-rape outcry is 'conspiracy' to bring down government	583	64	2020-10-07 12:44:22	
UN Human Rights Agency Have Visa Renwals Refused by Israel	582	81	2020-10-17 21:45:04	
Living standards for UK's poorest plunge during pandemic	572	41	2020-10-11 10:46:22	
China to test entire city for Covid-19 in five days	573	206	2020-10-12 10:43:28	
China's currency on track for its strongest quarter against the dollar since 2008 as economy recovers, foreign investors pump in money	573	233	2020-09-29 04:10:31	
'The Arctic Ocean Is Dying': Grim Conclusion as Biggest North Pole Mission Returns	576	72	2020-10-14 15:39:02	
Japan boosts checks on Chinese students amid fears of campus spying	569	68	2020-10-15 14:47:55	
New UK app records police encounters and saves footage in cloud - Legal Lifelines app intended to provide alternative evidence to police bodycam footage	573	39	2020-10-03 18:34:39	
Hospitals struggle as 20 European countries record highest daily number of COVID cases	721	95	2020-10-22 01:53:31	
Azerbaijan says 12 civilians killed, 40 wounded in Ganja by Armenia shelling	565	238	2020-10-17 08:59:29	
Canada banning plastic bags, straws, cutlery and other single-use items by the end of 2021	560	50	2020-10-07 21:38:19	
100,000 March in Belarus Capital on 50th Day of Protests Over President Lukashenko	565	9	2020-09-28 00:17:04	
Japan will release more than a million tonnes of treated water from the stricken Fukushima nuclear plant into the sea in a decades-long operation, reports said, despite strong opposition from local fishermen	563	110	2020-10-16 06:57:54	
FBI: Chinese nationals laundered money and helped sell drugs for Mexican cartels	563	56	2020-10-16 11:10:59	
India says Australia will join its naval drills with U.S., Japan	563	101	2020-10-19 17:17:01	
Fifth of nations at risk of ecosystem collapse, analysis finds	553	36	2020-10-12 12:55:30	
Taiwan's president approval rating tumbles by double digits after she pushed to lift Taiwan's ban on imports of U.S. pork containing a growth-promoting additive.	554	125	2020-10-09 23:28:30	
'Sliding towards extinction': koala may be given endangered listing as numbers plummet - The species is among 28 animals being assessed for potential upgrade of their threat status, federal government says	549	32	2020-09-26 13:59:18	
Saudi expats launch opposition party on anniversary of Khashoggi's death. Madawi al-Rasheed, a scholar and party co-founder, said party was “already being bombarded by threats, including threats of beheading, since we violated the taboo of uttering the words democracy and political party.”	547	8	2020-10-03 00:02:56	
"American ambassador asks Portugal to choose between their ""friends and allies"" and China. Government says that Portugal decides."	547	371	2020-09-26 16:19:11	
U.S. Intelligence Accuses Iran and Russia of Interfering in 2020 Election	793	195	2020-10-22 03:46:34	
Britain and Canada impose sanctions on Belarus leader Lukashenko	542	18	2020-09-30 02:31:44	
Tax evasion and theft ‘rob Africa’ of $89bn a year: UN study. Nearly half of the total annual figure of $88.6bn is accounted for by the export of commodities such as gold, diamonds and platinum, the report found.	545	42	2020-09-29 01:15:14	
Oxford University says COVID-19 patients experience symptoms months after contracting virus	535	124	2020-10-19 15:19:51	
Gen. Salvador Cienfuegos, Mexico's former defense secretary, arrested on drug, money charges in Los Angeles	529	37	2020-10-16 15:32:17	
Russian opposition leader Alexei Navalny says Putin will continue poisoning his enemies	533	37	2020-10-20 03:55:13	
Chemical weapons body confirms nerve agent Novichok in Navalny's blood	531	14	2020-10-06 22:25:59	
Armenia recalls ambassador to Israel over arms sales to Azerbaijan	526	58	2020-10-02 20:50:01	
Polluted air killing half a million babies a year across the globe: Global Air 2020 Report	536	39	2020-10-21 08:22:19	
Scientists investigate possible coronavirus mutation in Chile. An investigation is under way to determine why a remote region in Patagonia reported 20 percent of Chile’s COVID-19 cases.	530	51	2020-10-12 02:47:09	
‘Hero rat’ wins gold medal from UK charity for hunting landmines.	530	25	2020-09-25 12:53:02	
Archaeologists unearth 'huge number' of sealed Egyptian sarcophagi	528	97	2020-10-20 20:41:33	
Police find cash hidden between Bolsonaro ally’s buttocks	520	63	2020-10-15 19:30:53	
Pakistan: China's 'involvement' in deep sea fishing angers local fishermen	515	54	2020-10-14 17:42:25	
Dutch woman dies after catching Covid-19 twice	516	100	2020-10-14 01:08:31	
Arrest warrants issued against Mexican military members in 2014 student disappearances	516	23	2020-09-26 20:28:00	
Taiwanese and Chinese Staffers Injured After Fight Between Chinese Diplomats and Taiwanese government employees in Fiji	518	51	2020-10-20 08:13:59	
COVID-19 likely to become 'endemic' like annual flu, says UK Chief Scientist	508	126	2020-10-20 04:14:57	
Boris Johnson urges people to ‘go to the cinema’	507	209	2020-10-05 16:24:10	
Covid-positive MP's Parliament trip 'indefensible'	508	44	2020-10-02 07:35:40	
Qatari sheikh ‘delivered electric shock punishment' to worker as example to others	507	39	2020-09-29 07:22:47	
Facebook Takes Down Fake Pages Created in China Aimed at Influencing U.S. Election	501	81	2020-09-24 09:11:28	
Ireland: State secondary schools are to phase out a range of Catholic influences such as mandatory graduation masses, the display of Catholic symbols only and visits from diocesan inspectors.	503	59	2020-10-14 19:33:41	
White House advances drone and missile sales to Taiwan - sources	502	151	2020-10-14 04:49:09	
Argentine Kirchnerist deputy suspended after sexually touching and licking her advisor’s breasts in the middle of a remote session with fellow legislators.	503	126	2020-09-25 06:34:56	
'Very likely' COVID-19 deaths could top 2 million, WHO official warns	497	137	2020-09-25 23:39:59	
Kim Jong Un wishes President Trump recovers from COVID-19 | NK News	494	95	2020-10-03 02:26:01	
Russian sea pollution forms massive moving slick | Suspected toxic waste pollution off Russia's Kamchatka peninsula that caused the mass deaths of marine animals has formed a moving slick stretching 40kms along the Pacific coastline, researchers said Thursday	496	32	2020-10-11 08:33:11	
Labour take poll lead over Tories for first time since Boris Johnson became PM	496	79	2020-09-27 05:51:12	
Greta Thunberg and youth climate protests make a return	491	181	2020-09-25 16:50:49	
Mexico issues new warrants in 2014 students’ disappearance case -- Twenty-five arrest warrants for the first time include members of Mexico’s military and federal police force.	489	13	2020-09-27 04:51:59	
"Saudi Arabia dissidents launch opposition party to end ""violence and repression"""	487	38	2020-09-25 10:20:49	
In ‘Lobster War,’ Indigenous Canadians Face Attacks by Fishermen	488	210	2020-10-21 00:42:29	
World Food Programme 'deeply humbled' by Nobel Peace Prize award, its chief says	476	24	2020-10-09 17:15:58	
Hydrogen-powered passenger plane completes maiden flight in ‘world first’	481	106	2020-09-25 17:39:57	
Queen to receive government ‘bailout’ to top up income after Crown Estate hit by economic slump	477	284	2020-09-24 17:35:11	
Azerbaijan says seven dead in overnight Armenian shelling: Live | Asia	479	282	2020-10-11 12:22:47	
Worldwide death toll from coronavirus eclipses 1 million	473	68	2020-09-29 04:48:53	
"Swedish teen climate activist Greta Thunberg urged EU leaders to ""do as much as possible"" at this week's summit."" Of course none of what has been proposed or pushed is in line with the science, but we are still demanding them to do as much as possible... to commit to what they had promised to do"""	475	47	2020-10-14 23:34:40	
Anti-masker broke quarantine to speak at Toronto anti-lockdown protest after travelling to Europe	480	74	2020-09-30 14:54:49	
MPs vote against attempt to ban undercover agents from committing murder, torture and rape	471	111	2020-10-15 21:55:23	
Canada and Britain sanction top Belarusian leaders	468	19	2020-09-30 04:41:35	
Belarus: Protests in Minsk after Alexander Lukashenko sworn in in secret	470	26	2020-09-23 23:55:07	
‘The RCMP just stood there’: Attack on Mi’kmaq fishery sparks tense standoff, condemnation	475	128	2020-10-15 16:48:34	
Merkel visited Kremlin critic Navalny in hospital: Spiegel	465	38	2020-09-28 10:45:58	
Margaret Ferrier: Nicola Sturgeon urges Covid trip MP to 'do the right thing' - Scotland's first minister has urged Margaret Ferrier to resign as an MP after she travelled from Glasgow to London with Covid-19 symptoms, then returned home after testing positive.	470	21	2020-10-02 15:11:44	
Eco disaster at Kamchatka peninsula with mass death of sea animals at precious Pacific beach	467	33	2020-10-03 12:32:01	
Greece Golden Dawn: Neo-Nazi party faces crime organisation verdict	458	16	2020-10-07 06:40:56	
Armenia releases flight radar showing route of Turkish F-16 that supposedly shot down their Su-25	460	74	2020-10-01 02:50:43	
Trudeau says Canada is at a 'crossroads,' warns pandemic will be worse this fall	459	63	2020-09-24 02:50:33	
Police raid in Vietnam finds more than 300,000 used condoms being packed for resale	454	111	2020-09-25 03:50:12	
EU countries preparing for no-deal Brexit and potential 'chaos'	458	144	2020-10-11 23:17:35	
Settlers steal olive harvest in Nablus-area village	458	85	2020-10-13 00:55:17	
The Antarctic Ocean Is in Climate Crisis. This Week, the World Could Take a Big Step Towards Protecting Its Future	470	32	2020-10-21 17:02:06	
Russia'a Aeroflot Airlines employees involved in a $50 million smuggling scheme	452	27	2020-10-20 12:52:43	
'The Godfather': Mexico's ex-defense chief helped ship tons of cocaine and heroin	445	38	2020-10-17 04:23:08	
Norway says Russia behind cyber attack against its parliament	442	27	2020-10-13 20:01:27	
Thousands of victims of child trafficking denied right to stay in the UK	443	33	2020-10-17 21:38:50	
Exxon’s Plan for Surging Carbon Emissions Revealed in Leaked Documents	443	13	2020-10-05 19:28:49	
Germany names hydrogen the hero of its post-coal future	439	112	2020-09-28 01:17:14	
Denmark to criminalise hate speech against trans people	431	139	2020-10-16 04:33:53	
JP Morgan to move €200bn in assets from UK to Germany due to Brexit	438	49	2020-09-23 19:02:11	
COVID is harming sperm, Israeli researchers say, raising infertility worries	435	80	2020-10-08 08:25:03	
Thailand bans protests as challenge to establishment escalates	435	24	2020-10-15 07:01:55	
Putin calls for reset in cyber ties with U.S., no election meddling	436	208	2020-09-25 15:33:31	
Global coronavirus cases rise by one-day record of 400,000	430	57	2020-10-17 21:40:23	
After a brutal first wave, Italy stands out as one of the Europe's best performers	427	54	2020-09-29 06:06:45	
Canada suspends arms export permits to Turkey amid concerns of human-rights abuses	427	31	2020-10-05 23:18:31	
Thinking it a fake, buyer pays $90 for stolen $420m Mao Zedong scroll	428	33	2020-10-08 14:06:57	
India targets journalists who report on COVID-19	425	37	2020-10-04 21:05:49	
New Caledonia set for 2nd referendum on independence from France	427	59	2020-10-04 00:24:46	
Indonesia rejects US request to let spy planes land, avoiding taking sides in US-China tensions	426	63	2020-10-21 11:26:47	
British Museum 'won't remove controversial objects' from display	421	170	2020-09-28 20:08:45	
Photo Shows FSO Nabarima(Oil Tanker) With Severe List Off Venezuela	425	31	2020-10-17 15:29:51	
China joins global vaccine alliance, filling “leadership vacuum” left by Trump	417	88	2020-10-11 03:24:04	
US marine says Australian special forces soldiers made 'deliberate decision to break the rules of war'	418	132	2020-10-21 02:59:47	
Navy begins defusing biggest World War Two bomb ever found in Poland	411	48	2020-10-13 18:11:05	
Saudi Arabia fails in bid for UN Human Rights Council	412	51	2020-10-14 00:44:20	
Up to 150 million could join extreme poor, World Bank says	411	61	2020-10-07 22:09:34	
EU’s top court limits government spying on citizens’ mobile and internet data	405	24	2020-10-06 17:34:27	
Trash on ocean floor near Taiwan 1.5 times global average: notably greater than that found near Japan, and South Korea	401	31	2020-10-20 20:05:50	
Auschwitz Memorial director offers to serve sentence for Nigeria 'blasphemy' boy - BBC News	403	84	2020-09-26 11:55:56	
Covid hospital cases jump nearly 25% in England	399	29	2020-10-07 03:30:28	
Mexico's Drug Wars Leave 39,000 Unidentified Bodies in its Morgues	397	85	2020-09-24 23:48:01	
European countries slam Israel over planned settlement expansion | The foreign ministries of France, Germany, Great Britain, Italy and Spain called for an immediate halt to settlement construction in the West Bank.	411	142	2020-10-18 19:12:54	
Liberal government to spend $10B on infrastructure to fuel pandemic economic recovery	402	105	2020-10-01 22:59:40	
Tesco sets 300% sales target for plant-based alternatives to meat - Tesco is to become the first UK retailer to set a sales target for plant-based alternatives to meat as it steps up efforts to offer shoppers more sustainable options.	401	53	2020-09-29 14:34:04	
"India claims outcry over sexual violence is ""conspiracy"" to bring down the goverment"	398	91	2020-10-08 17:56:28	
Confidence in UK's global role plunges after Brexit, poll finds - Belief that Britain is a force for good in the world has plunged in the last 18 months, a national poll has found, with under half of the UK now convinced of the country’s positive impact.	398	100	2020-09-28 14:10:47	
Mexico investigating reports of ICE detainee forced sterilizations	400	43	2020-09-23 15:58:17	
Thousands protest after Belarusian leader hastily sworn in	395	9	2020-09-23 22:37:35	
Vermont backyard cam captures men sneaking across U.S.-Canada border	396	165	2020-10-20 17:33:00	
‘Deplorable’: UK government condemns alleged Russian disinformation about Oxford coronavirus vaccine	391	34	2020-10-16 19:30:27	
Japan Catholic Church sued for damages in alleged sex abuse	388	37	2020-09-27 05:03:58	
Up to one million tonnes of ‘deadly’ fishing gear left in ocean each year, WWF warns	389	22	2020-10-20 13:59:00	
Italy’s far-right former interior minister Matteo Salvini goes on trial on Saturday on kidnapping charges over an incident in 2019 when 116 migrants were prevented from disembarking a coastguard ship in the Mediterranean.	383	50	2020-10-02 17:17:43	
'Or gas them': Germany's far-right AfD fires official over migrant comment	388	64	2020-09-28 20:01:10	
Belgium uses giant 'vacuum cleaner' to remove plastic from nature reserve	382	18	2020-10-09 21:27:54	
Jennifer Arcuri 'admits to Boris Johnson affair'	385	64	2020-10-17 03:14:38	
350 cases of suspected far-right sympathy found in German security forces	380	102	2020-09-27 20:23:13	
Japan fishermen oppose 'catastrophic' release of Fukushima water to ocean	377	45	2020-10-09 18:01:06	
First Evidence of a Planet in Another Galaxy	370	103	2020-09-26 16:59:30	
New Caledonia voted 53,3% to remain part of France in second consecutive referundum	373	43	2020-10-04 16:24:38	
U.S., Taiwan to team up on infrastructure in pushback against China	375	34	2020-10-02 05:22:14	
U.S. embassy worker in Ukraine dies after suspected park assault	374	12	2020-10-01 07:25:13	
"President Mattarella replies to Prime Minister Johnson: ""We love freedom too, but we also care about seriousness"""	367	55	2020-09-24 17:25:16	
New Investigation into Dog Meat Market in South Korea Found Over 200 Dogs Being Kept in Crates	365	74	2020-10-02 14:34:18	
China blocks Wikimedia Foundation’s accreditation to World Intellectual Property Organization	367	73	2020-09-25 21:31:50	
Egypt unveils 59 ancient coffins in major archaeological find | Middle East	370	20	2020-10-03 22:15:19	
Belarus police carried out mass arrests as tens of thousands of people again gathered for protests calling on leader Alexander Lukashenko to step down	361	5	2020-09-27 22:23:46	
French prosecutors have opened an inquiry into banking giant BNP Paribas over claims of complicity in crimes against humanity, genocide and torture in Sudan. The International Federation for Human Rights, had filed a complaint against the French bank	365	10	2020-09-24 21:49:29	
Demonstrations in France will pay tribute to slain teacher	368	88	2020-10-18 13:47:40	
September was world's 'hottest on record' - Ed Hawkins, from Reading University, told us: “We have been saying this for decades – more and more greenhouse gases will lead to more and more warming.”	363	29	2020-10-07 16:32:30	
Pope in TED talk: Earth cannot be squeezed 'like an orange'	364	79	2020-10-11 02:19:03	
Japan logs sharp rise in renewable energy output amid pandemic.	363	7	2020-09-25 16:05:35	
China furious with global outcry over Xinjiang and Hong Kong	367	53	2020-10-08 17:46:45	
Activists Fear ‘Ecological Catastrophe’ in Russia’s Far East Kamchatka	361	6	2020-10-05 10:25:18	
UK ministers warned against leaked plans to put refugees on ‘prison ships’	357	63	2020-10-04 09:25:42	
President of Azerbaijan tells Armenia to 'leave our territory, and then, the war will stop'	356	83	2020-10-04 02:11:32	
COVID is harming sperm, Israeli researchers say, raising infertility worries	359	178	2020-10-10 01:34:58	
Venice remains dry as flood barriers pass first emergency	353	11	2020-10-03 21:14:12	
Vatican Puts Priests on Trial Over Alleged Abuse Within Its Walls	357	40	2020-10-15 07:46:49	
WHO head calls herd immunity approach 'immoral'	351	76	2020-10-13 06:10:51	
Senior London police commander behind force's drugs strategy 'admits using cannabis for medical reasons'	359	36	2020-10-20 19:35:25	
Revealed: chaining, beatings and torture inside Sudan's Islamic schools	351	41	2020-10-19 10:40:15	
Coronavirus: New community case of COVID-19 in New Zealand	351	67	2020-10-18 05:41:06	
UK to become WHO's largest state donor with 30% funding increase	347	44	2020-09-26 10:06:49	
Protests intensify across Venezuela over worsening shortages.	349	124	2020-09-25 01:59:51	
Rio Tinto still has 1,780 approvals to destroy Aboriginal sacred sites, Juukan Gorge inquiry told	344	21	2020-10-16 16:29:13	
Azeri forces accused of beheading Armenian soldier	346	80	2020-10-19 23:36:03	
